feature,coefficient,abs_coefficient
орбл,-0.6452263175154714,0.6452263175154714
риба,0.6452129697957545,0.6452129697957545
арел,-0.6451358003689089,0.6451358003689089
уко,-0.6451170320003528,0.6451170320003528
авны,-0.645037880134165,0.645037880134165
end ,-0.6449965539087348,0.6449965539087348
угл ,-0.644880462852712,0.644880462852712
груб,-0.6448776474591632,0.6448776474591632
запо,0.6448312886564053,0.6448312886564053
вижк,-0.6448184329890406,0.6448184329890406
 900,-0.6447743765955652,0.6447743765955652
npu,-0.6447528656052166,0.6447528656052166
ечи ,0.6447326692444698,0.6447326692444698
мoж,0.6447261502409461,0.6447261502409461
ltr,-0.6446707566338253,0.6446707566338253
ws ,-0.6446343108854996,0.6446343108854996
 схо,-0.6444373200647846,0.6444373200647846
фант,0.6443916002452666,0.6443916002452666
ue ,-0.6443792543342917,0.6443792543342917
арм,0.6443162367161059,0.6443162367161059
янин,-0.644296739441877,0.644296739441877
воор,-0.644093236209183,0.644093236209183
убед,0.6440847405653619,0.6440847405653619
 pyб,0.6440335561255496,0.6440335561255496
озу,-0.6440296544471903,0.6440296544471903
руль,-0.6440222925543867,0.6440222925543867
 ab,-0.6439988388791033,0.6439988388791033
5т,0.6439803702891811,0.6439803702891811
oke,-0.6439744464223176,0.6439744464223176
обще,-0.6439316136146684,0.6439316136146684
 ima,-0.6438671633921518,0.6438671633921518
сные,-0.6438463311428059,0.6438463311428059
уды,-0.643729311497302,0.643729311497302
звуч,0.6437255457670849,0.6437255457670849
ину,-0.6437209599898275,0.6437209599898275
уща,0.6437072747902357,0.6437072747902357
s,-0.6436988967915034,0.6436988967915034
нько,-0.6436657435866285,0.6436657435866285
лядя,0.6435292297262755,0.6435292297262755
азго,-0.6434866914500021,0.6434866914500021
" 12,",-0.643350847647514,0.643350847647514
ble,-0.6433161020746927,0.6433161020746927
 обк,-0.6432391585917324,0.6432391585917324
 In,-0.6432218369937124,0.6432218369937124
тит,0.6432107019173394,0.6432107019173394
пны ,-0.6431895766251622,0.6431895766251622
ьет,-0.6431838658047114,0.6431838658047114
раи,-0.643168087214202,0.643168087214202
rmi,0.643137734768446,0.643137734768446
ипо ,-0.6431080465724639,0.6431080465724639
слу,-0.6431003428119029,0.6431003428119029
"id, ",-0.6430817183803487,0.6430817183803487
mpos,-0.6430669379323173,0.6430669379323173
анич,-0.6430392658026696,0.6430392658026696
ридё,0.6430220720592231,0.6430220720592231
хова,-0.6430177527942684,0.6430177527942684
rofi,0.642994545768629,0.642994545768629
зку ,0.642965134712136,0.642965134712136
ытии,-0.6429482149644632,0.6429482149644632
свои,-0.6428093136011402,0.6428093136011402
cp,-0.6427933434767423,0.6427933434767423
цеду,0.6427633227635496,0.6427633227635496
брал,-0.6427556908402915,0.6427556908402915
.000,0.6427361515022748,0.6427361515022748
Bl,-0.6426672963173335,0.6426672963173335
дато,-0.6426458937326036,0.6426458937326036
абми,-0.6426215615546003,0.6426215615546003
ьбо,0.6426012778790965,0.6426012778790965
 вя,-0.6426001890811158,0.6426001890811158
обы,0.6425426261124454,0.6425426261124454
ule,-0.6424821907154892,0.6424821907154892
 xm,-0.6424470717535147,0.6424470717535147
пай,0.6424414134002789,0.6424414134002789
kto,-0.642359805634389,0.642359805634389
ado,-0.642357660519125,0.642357660519125
ишка,-0.6422138012355308,0.6422138012355308
пр,0.6421667660796586,0.6421667660796586
кти,0.6420764686549999,0.6420764686549999
наки,-0.6420435419409793,0.6420435419409793
Се,-0.6419108103655532,0.6419108103655532
подд,-0.6418779277077046,0.6418779277077046
Либо,-0.641874904091448,0.641874904091448
оу,-0.641790025480384,0.641790025480384
сац,0.6417512146249166,0.6417512146249166
кра,-0.6417381862376373,0.6417381862376373
ашла,0.6417298609140805,0.6417298609140805
изоб,-0.6417097659878137,0.6417097659878137
инхр,-0.6416287658409989,0.6416287658409989
нγ,0.6415147997833696,0.6415147997833696
адво,0.6414606688668304,0.6414606688668304
este,0.641453525317168,0.641453525317168
иког,0.6413541476384178,0.6413541476384178
dis,-0.6413244437871523,0.6413244437871523
Дима,-0.6412433011457531,0.6412433011457531
осфе,0.6411972538853348,0.6411972538853348
ence,-0.6411784254952998,0.6411784254952998
коле,0.641145218813255,0.641145218813255
рице,-0.6410641321287632,0.6410641321287632
ипли,0.6409790163614152,0.6409790163614152
рши,-0.6409594278270367,0.6409594278270367
Наде,-0.6407926171010587,0.6407926171010587
 64 ,0.6407203249251398,0.6407203249251398
"ру, ",-0.6406156668199193,0.6406156668199193
41 ,0.6405358829572856,0.6405358829572856
жеме,-0.6404625428152166,0.6404625428152166
msf,-0.6404243639569492,0.6404243639569492
теρ,0.640398658018462,0.640398658018462
"оды,",-0.6403737477866093,0.6403737477866093
эфи,-0.6403713671883802,0.6403713671883802
 sha,-0.6403236209135508,0.6403236209135508
адом,-0.6403127676732994,0.6403127676732994
за,0.6402592944238608,0.6402592944238608
huk,-0.6402571086548255,0.6402571086548255
сист,0.6402471563183048,0.6402471563183048
говн,-0.6402344023285088,0.6402344023285088
рама,-0.6402127821260768,0.6402127821260768
йня,0.6400954143536954,0.6400954143536954
A ,0.640084964296726,0.640084964296726
нхро,-0.6400676824123959,0.6400676824123959
редп,-0.6400435547307775,0.6400435547307775
"ого,",-0.63983720810414,0.63983720810414
уте ,-0.6398185180284988,0.6398185180284988
"тно,",-0.6397486090143758,0.6397486090143758
мё,0.6397081752282635,0.6397081752282635
йшег,-0.6396989797103088,0.6396989797103088
оспе,-0.6396276746165573,0.6396276746165573
"ина,",-0.6395734020518204,0.6395734020518204
Изв,-0.6395281402704657,0.6395281402704657
экс,0.6395223892085182,0.6395223892085182
 Изв,-0.6394572345665871,0.6394572345665871
усте,-0.6394390920342957,0.6394390920342957
едот,-0.6393969939267946,0.6393969939267946
нила,-0.6392963770945803,0.6392963770945803
граю,-0.6390600319747273,0.6390600319747273
йст,-0.6389067208885914,0.6389067208885914
eli,0.6388111328278655,0.6388111328278655
бeл,0.6387940725945703,0.6387940725945703
li ,0.6387919687750274,0.6387919687750274
нгов,0.63878996791033,0.63878996791033
"w,",-0.6387722860164515,0.6387722860164515
que,-0.6387689017302937,0.6387689017302937
плюш,-0.6387082033653178,0.6387082033653178
синх,-0.6386272461557896,0.6386272461557896
Пря,-0.638601559329831,0.638601559329831
хали,-0.6385341976060098,0.6385341976060098
енье,-0.6384631319457157,0.6384631319457157
дти ,-0.6384621143084975,0.6384621143084975
рейн,-0.6384576989654914,0.6384576989654914
енят,-0.6384124774271901,0.6384124774271901
ямы,0.6382606094132883,0.6382606094132883
твля,0.6382016621474653,0.6382016621474653
кай,0.6381788141856215,0.6381788141856215
" О, ",-0.6381288810285177,0.6381288810285177
олив,-0.6380784903749934,0.6380784903749934
вом,0.6380658590730327,0.6380658590730327
аспр,-0.6380506423173755,0.6380506423173755
ce ,-0.6379729544225426,0.6379729544225426
epti,-0.6378730322256497,0.6378730322256497
атем,-0.6378626235653357,0.6378626235653357
рда,0.6378441065778351,0.6378441065778351
нер,0.637825747284299,0.637825747284299
тен ,0.6377729535148181,0.6377729535148181
 19 ,0.6377409711067795,0.6377409711067795
 пa,0.6377028425889746,0.6377028425889746
нбас,-0.6376953445916925,0.6376953445916925
рга ,0.6376054188164355,0.6376054188164355
домн,-0.6375519575920257,0.6375519575920257
2вд,-0.637545185803117,0.637545185803117
 Пря,-0.6375209975883142,0.6375209975883142
тинн,0.6375117175371691,0.6375117175371691
курс,0.6375104305784256,0.6375104305784256
са ,-0.6375047143909892,0.6375047143909892
лино,-0.6374753662244693,0.6374753662244693
ёшь ,0.6374158517589319,0.6374158517589319
русо,-0.637396563100427,0.637396563100427
 мат,-0.6372584785651033,0.6372584785651033
 s,0.6372192692644509,0.6372192692644509
"раз,",-0.6372086866371576,0.6372086866371576
рмир,-0.637192819861162,0.637192819861162
сза,-0.6371750370559722,0.6371750370559722
uild,-0.6370959371287684,0.6370959371287684
erg ,-0.6369857674957734,0.6369857674957734
овл,-0.6369720026459073,0.6369720026459073
доз,-0.6368896700019866,0.6368896700019866
поли,-0.6368628633795765,0.6368628633795765
изел,-0.636861835116428,0.636861835116428
нашё,-0.6368399762989235,0.6368399762989235
 бa,0.636812135468034,0.636812135468034
 кач,0.6367157930590354,0.6367157930590354
удно,0.6366880820003756,0.6366880820003756
дизе,-0.6366246022288611,0.6366246022288611
 съе,-0.6365678212839931,0.6365678212839931
охо ,-0.636494662231797,0.636494662231797
 xml,-0.636493555067034,0.636493555067034
ппе ,-0.6364828688242873,0.6364828688242873
чему,-0.6364496129155337,0.6364496129155337
йнт,-0.6364017830381015,0.6364017830381015
pto,-0.6363850377244878,0.6363850377244878
убо ,-0.6363837993270324,0.6363837993270324
лизк,0.6363527548407292,0.6363527548407292
лаг ,-0.6362847620708371,0.6362847620708371
орте,-0.6362247226263352,0.6362247226263352
збит,-0.6362187814704051,0.6362187814704051
абар,-0.6361902603305377,0.6361902603305377
ond ,-0.6361715769934483,0.6361715769934483
пс,-0.6360579818425096,0.6360579818425096
aut,0.6360442337716229,0.6360442337716229
асы,-0.635988959400825,0.635988959400825
ынос,0.6359413048720964,0.6359413048720964
cro,-0.6358606119761092,0.6358606119761092
йных,-0.6358258722916904,0.6358258722916904
анв,-0.6358052707731416,0.6358052707731416
le ,0.6358018318994,0.6358018318994
як,-0.6356810801283548,0.6356810801283548
 кир,0.6355469050896867,0.6355469050896867
тюн,-0.6353426685814254,0.6353426685814254
"ng,",-0.6353216827677923,0.6353216827677923
 тат,0.6353080315083596,0.6353080315083596
емль,-0.6352971106687251,0.6352971106687251
орб,-0.6352557401421196,0.6352557401421196
диро,-0.6352423540623943,0.6352423540623943
ресл,-0.6352327901341506,0.6352327901341506
глю,-0.6351917384561251,0.6351917384561251
йну ,-0.6351823122889672,0.6351823122889672
егко,-0.6350621193982263,0.6350621193982263
гах ,0.6350540854264184,0.6350540854264184
Игр,-0.635036946408009,0.635036946408009
тинг,0.6349676594231436,0.6349676594231436
авле,0.6349502265665964,0.6349502265665964
еев,-0.6348815020781777,0.6348815020781777
дсед,-0.634822494501038,0.634822494501038
ски,-0.6347319057730368,0.6347319057730368
едур,0.6346806137052021,0.6346806137052021
обуй,-0.6346594067515233,0.6346594067515233
000 ,0.6346552511724428,0.6346552511724428
 паp,0.6346465771029363,0.6346465771029363
шек,0.6346346778861388,0.6346346778861388
ntu,-0.6346181594212207,0.6346181594212207
",я",-0.6345558696998838,0.6345558696998838
вете,-0.6345470836970339,0.6345470836970339
ьзя ,-0.6345436202925877,0.6345436202925877
 130,-0.6343521945376585,0.6343521945376585
gi,0.6343335451495752,0.6343335451495752
 еди,-0.6342967816244642,0.6342967816244642
дкр,-0.6341836016380666,0.6341836016380666
ллы,-0.6341492319970532,0.6341492319970532
нью ,-0.6340581628136299,0.6340581628136299
нера,-0.6340217673342473,0.6340217673342473
мело,-0.6339779491584075,0.6339779491584075
опку,0.6339730564092382,0.6339730564092382
 дек,-0.6336905492881963,0.6336905492881963
дьте,0.6336158761468288,0.6336158761468288
Лев,-0.6336011735688328,0.6336011735688328
 Лев,-0.6336011735688328,0.6336011735688328
ity,-0.6335766694063559,0.6335766694063559
опод,-0.63357639083955,0.63357639083955
зюм,-0.633563305691514,0.633563305691514
"ала,",-0.6335343050395098,0.6335343050395098
шиф,-0.6335308287404467,0.6335308287404467
 Te,0.633507431681693,0.633507431681693
"сем,",-0.6334592345545635,0.6334592345545635
атиз,0.633431448295575,0.633431448295575
450,-0.633392020013533,0.633392020013533
груж,-0.6331964343871288,0.6331964343871288
вашу,0.6331911097678548,0.6331911097678548
тα,0.6331787089270733,0.6331787089270733
ресу,0.6330022769285284,0.6330022769285284
015 ,-0.632979513715261,0.632979513715261
копо,-0.6329707978308402,0.6329707978308402
ecy,-0.632941988351574,0.632941988351574
чм,-0.6328635016188378,0.6328635016188378
Пу,-0.6328444387255774,0.6328444387255774
адоб,0.6328377613241475,0.6328377613241475
анга,-0.6328344022813135,0.6328344022813135
04,-0.6327433778105772,0.6327433778105772
ace,-0.6327402347262249,0.6327402347262249
зба,0.6326885595103561,0.6326885595103561
Став,0.6326753371078857,0.6326753371078857
Е,0.632621573593516,0.632621573593516
"емя,",0.6325883768306523,0.6325883768306523
днок,-0.6325685908197181,0.6325685908197181
вух,-0.6325330405823558,0.6325330405823558
 pub,-0.6324260649742408,0.6324260649742408
 См,0.6323603736253918,0.6323603736253918
лят ,-0.6323453345051866,0.6323453345051866
като,-0.6322683415811147,0.6322683415811147
ичил,-0.6322170504278966,0.6322170504278966
кво,-0.6321736461616658,0.6321736461616658
43,-0.6321198647385222,0.6321198647385222
амог,0.6320713870543464,0.6320713870543464
хи ,0.6320278297996801,0.6320278297996801
итт,0.6318996729464411,0.6318996729464411
рей ,0.631883828505649,0.631883828505649
пар,0.6317953100845561,0.6317953100845561
См,0.6317910303324168,0.6317910303324168
окт,-0.6317196127332454,0.6317196127332454
ів,0.6317058388917423,0.6317058388917423
mb,-0.6317024255576288,0.6317024255576288
хей,-0.6316968191803669,0.6316968191803669
ноц,-0.6316094563469082,0.6316094563469082
неле,0.6316022997038352,0.6316022997038352
мль,-0.6315944035655184,0.6315944035655184
тоге,-0.631563655865357,0.631563655865357
"ол,",-0.6314882492182817,0.6314882492182817
 Игр,-0.6314631876352784,0.6314631876352784
 13 ,0.6314481973834923,0.6314481973834923
ажд,0.6314329353006942,0.6314329353006942
атру,-0.6313768309540704,0.6313768309540704
объ,0.6313548100581022,0.6313548100581022
 сло,0.6313461965629665,0.6313461965629665
 Бр,0.6313399220014081,0.6313399220014081
авел,-0.6313214566262979,0.6313214566262979
орни,0.6312920402584399,0.6312920402584399
jpm,-0.6312392183427663,0.6312392183427663
 эфи,-0.6312367147645854,0.6312367147645854
ормы,-0.6311901950847414,0.6311901950847414
онба,-0.6310235286335085,0.6310235286335085
рих,-0.6309580712585799,0.6309580712585799
 ху,0.6309539993360714,0.6309539993360714
уо,0.6308938694117233,0.6308938694117233
свой,-0.6308835524043901,0.6308835524043901
 55,0.6308769877885495,0.6308769877885495
 jpm,-0.6308498945204956,0.6308498945204956
оэ,-0.6308420983938758,0.6308420983938758
овы ,0.6308061499539326,0.6308061499539326
 сое,-0.630764588276124,0.630764588276124
стк,0.6307513157966634,0.6307513157966634
асты,-0.6307499486561748,0.6307499486561748
ian,-0.6306596729438844,0.6306596729438844
куса,0.630650919915931,0.630650919915931
лeй,0.6306426796438661,0.6306426796438661
лоя,-0.6306107286555775,0.6306107286555775
йдё,0.6305099537213628,0.6305099537213628
pyб,0.6303748751191498,0.6303748751191498
очил,0.6303594628190594,0.6303594628190594
 хре,-0.6303459212216035,0.6303459212216035
Подс,0.6302890992850212,0.6302890992850212
ass,-0.6301305469042319,0.6301305469042319
fac,-0.6301059845000653,0.6301059845000653
 93,0.6301044916995856,0.6301044916995856
толе,-0.6300324102160894,0.6300324102160894
phon,0.6299958056342672,0.6299958056342672
На,0.6299632257687251,0.6299632257687251
ome,-0.6299370009547337,0.6299370009547337
егче,-0.6298731694925448,0.6298731694925448
озмо,-0.6298574418949334,0.6298574418949334
тыль,-0.6298379306861599,0.6298379306861599
apt,-0.6297333468394323,0.6297333468394323
ёх,-0.6297085295921395,0.6297085295921395
row,-0.6297062390772763,0.6297062390772763
ьшe,0.6296881435291991,0.6296881435291991
ассу,-0.629625503554625,0.629625503554625
 ии ,0.6296047855304314,0.6296047855304314
obs,-0.6294643674313966,0.6294643674313966
 шес,-0.6294604489739041,0.6294604489739041
 50 ,-0.6293962997932335,0.6293962997932335
асла,0.6293480425169382,0.6293480425169382
рази,-0.6293301893221707,0.6293301893221707
имос,-0.6292337859748174,0.6292337859748174
гче,-0.6291484540765482,0.6291484540765482
погр,0.629114274626697,0.629114274626697
bn,-0.6289666923968494,0.6289666923968494
bloo,-0.6289423968982915,0.6289423968982915
 2вд,-0.628826886209467,0.628826886209467
бине,0.6286721928894514,0.6286721928894514
бож,-0.6286377809840539,0.6286377809840539
rd ,-0.6285497511762148,0.6285497511762148
огим,0.6284925595686058,0.6284925595686058
риа,-0.6283957915899216,0.6283957915899216
ружа,-0.6283756886257003,0.6283756886257003
мль ,-0.6282937598149837,0.6282937598149837
 not,-0.6282832865018042,0.6282832865018042
ласн,-0.628234419869383,0.628234419869383
мто,-0.628147012148917,0.628147012148917
усти,-0.6281424262026842,0.6281424262026842
вно,-0.6280099518448655,0.6280099518448655
пау,0.6279823868387606,0.6279823868387606
ысил,-0.6279349550053144,0.6279349550053144
 бур,-0.6278753702628906,0.6278753702628906
astr,-0.627788504004903,0.627788504004903
вге,-0.6277664160104389,0.6277664160104389
сви,-0.6277311808565138,0.6277311808565138
мигр,0.6275763992317052,0.6275763992317052
обли,-0.6275399744154656,0.6275399744154656
бoл,0.6274911930869341,0.6274911930869341
 энт,-0.6274416771074655,0.6274416771074655
ушн,0.6274351759795599,0.6274351759795599
атью,-0.6274202021941556,0.6274202021941556
ское,-0.6274041743716531,0.6274041743716531
5ты,0.6273748976162734,0.6273748976162734
лжно,0.6273292915848893,0.6273292915848893
ocт,0.6272846454003956,0.6272846454003956
 sel,0.6272598273085066,0.6272598273085066
msft,-0.627230897675306,0.627230897675306
давш,-0.6271949365001488,0.6271949365001488
cd,-0.6271770539953535,0.6271770539953535
 кай,0.6271682176306477,0.6271682176306477
емны,-0.6271225153473199,0.6271225153473199
идее,-0.6268670715386238,0.6268670715386238
мура,-0.6268523894471327,0.6268523894471327
беща,0.6268157643100326,0.6268157643100326
 msf,-0.6267767705144077,0.6267767705144077
тож ,-0.6267546404867852,0.6267546404867852
ze,-0.6267273136472271,0.6267273136472271
 окт,-0.6265324366494989,0.6265324366494989
ум ,0.6264832585688872,0.6264832585688872
xm,-0.6264422093080474,0.6264422093080474
оюза,0.6264382428352692,0.6264382428352692
ger ,-0.6263502686210275,0.6263502686210275
гиру,-0.6262474831832512,0.6262474831832512
 81,0.6261790213956671,0.6261790213956671
 сза,-0.6261739186373342,0.6261739186373342
"30,",-0.6260439385539887,0.6260439385539887
нци,-0.6259758034829925,0.6259758034829925
посч,-0.625968183801281,0.625968183801281
180 ,0.6259441744689711,0.6259441744689711
 σ,0.6259024882817058,0.6259024882817058
asp,0.6257372393941553,0.6257372393941553
помo,0.6256335262581646,0.6256335262581646
olu,0.6255695044216478,0.6255695044216478
зос,0.6255552303023956,0.6255552303023956
ёрн,-0.6255208442175269,0.6255208442175269
флаг,-0.6254031925797116,0.6254031925797116
паp,0.6252829289020678,0.6252829289020678
ову,0.6252623418011927,0.6252623418011927
лку,-0.6252609124128712,0.6252609124128712
одиф,-0.6251624968929896,0.6251624968929896
деш,-0.6251623686453551,0.6251623686453551
кaж,0.6250717719230837,0.6250717719230837
литв,0.6250584162994978,0.6250584162994978
ол ,0.6249717716126009,0.6249717716126009
Са,0.6248363142002297,0.6248363142002297
 еса,-0.62441038678771,0.62441038678771
"ре, ",-0.6244040556621306,0.6244040556621306
длин,-0.624372711080678,0.624372711080678
рум,0.6243618663713449,0.6243618663713449
упп,-0.6243569158561302,0.6243569158561302
реу,-0.6243048322242889,0.6243048322242889
lon,0.6242977121966838,0.6242977121966838
zo,0.6242790646276736,0.6242790646276736
вине,-0.624122979749,0.624122979749
ебол,0.6240663181178094,0.6240663181178094
нин ,-0.6240352776485825,0.6240352776485825
 чтo,0.6240201683012344,0.6240201683012344
го ,-0.6238311645167448,0.6238311645167448
жко,0.6238139150374621,0.6238139150374621
пру,-0.6237240789087369,0.6237240789087369
pda,-0.6235822118554712,0.6235822118554712
осх,-0.6235809071459665,0.6235809071459665
идт,-0.623523926001179,0.623523926001179
сен,-0.62331606259405,0.62331606259405
ревь,0.6232990421159234,0.6232990421159234
атмо,0.623171566161139,0.623171566161139
стия,0.6231062007676987,0.6231062007676987
 mai,-0.6230160488827406,0.6230160488827406
ем.,0.6229639403519135,0.6229639403519135
 хол,-0.6228185461842006,0.6228185461842006
купк,-0.6228098877953105,0.6228098877953105
rage,0.6227024505718717,0.6227024505718717
немн,0.6226398016070712,0.6226398016070712
рной,0.6225804948917627,0.6225804948917627
ть ,-0.6224071698797524,0.6224071698797524
кост,-0.622388876393815,0.622388876393815
 всё,0.6222678093525198,0.6222678093525198
арал,-0.6221769229610452,0.6221769229610452
нтич,-0.6221104824359458,0.6221104824359458
cti,-0.6221036051933458,0.6221036051933458
lect,-0.6220609715945621,0.6220609715945621
фей,-0.6218350704245142,0.6218350704245142
dd ,-0.6217881677514502,0.6217881677514502
ру ,-0.6217300347871895,0.6217300347871895
trai,-0.6216609139806428,0.6216609139806428
ad ,0.6215735286397949,0.6215735286397949
nput,-0.6214798587836159,0.6214798587836159
 Res,-0.621459102269075,0.621459102269075
нтя,-0.6213608846395632,0.6213608846395632
уэл,-0.6213486539450399,0.6213486539450399
дло,0.6212979603313729,0.6212979603313729
дею,-0.6212659787076278,0.6212659787076278
реща,-0.6210144255937856,0.6210144255937856
анат,-0.6210119898295632,0.6210119898295632
нает,-0.6209949932735106,0.6209949932735106
який,-0.6209649410905365,0.6209649410905365
бще,-0.6209421275993916,0.6209421275993916
йча,-0.620927984585092,0.620927984585092
уку ,-0.6209275888917153,0.6209275888917153
медв,-0.6208113286964145,0.6208113286964145
 g,0.6207922866011422,0.6207922866011422
cce,-0.6207012568326485,0.6207012568326485
эмоц,0.6206787134587655,0.6206787134587655
 кид,0.6206501805628949,0.6206501805628949
ошу,0.6206158433406013,0.6206158433406013
евле,0.6205994952714116,0.6205994952714116
low ,-0.6205663850424685,0.6205663850424685
ичо,-0.6204683050427097,0.6204683050427097
елис,-0.620446360208863,0.620446360208863
бово,-0.6203497305875859,0.6203497305875859
ить.,-0.6203224327208623,0.6203224327208623
одаж,-0.620278226034634,0.620278226034634
"ng, ",-0.6202450989867727,0.6202450989867727
 себ,0.6202348390397853,0.6202348390397853
oжн,0.6201940734423004,0.6201940734423004
pы,0.620156869834489,0.620156869834489
шабл,-0.6200004275176578,0.6200004275176578
гичн,-0.6199514030580073,0.6199514030580073
шифр,-0.6198599473863522,0.6198599473863522
ыклю,-0.6197951186226128,0.6197951186226128
исе,-0.6197914484590422,0.6197914484590422
доль,-0.6196814628772211,0.6196814628772211
"сты,",0.6195777394137396,0.6195777394137396
дьт,0.6195345890915649,0.6195345890915649
выз,-0.6195167108331723,0.6195167108331723
 фол,-0.6194966372673016,0.6194966372673016
 Pa,-0.6194068258674665,0.6194068258674665
пыт,-0.6193915095154408,0.6193915095154408
Та ,-0.6192145282844614,0.6192145282844614
упро,-0.6191840752310201,0.6191840752310201
 ата,-0.6191321669356876,0.6191321669356876
цко,0.6191142020631198,0.6191142020631198
lat,-0.6189775108045766,0.6189775108045766
 эк,0.6189445737254724,0.6189445737254724
"бы,",-0.6189341037738864,0.6189341037738864
idt,-0.6188726150596183,0.6188726150596183
ндой,-0.6188621403847214,0.6188621403847214
mat,-0.6187998848122578,0.6187998848122578
 lay,-0.6186205069858619,0.6186205069858619
дино,0.6186194355762873,0.6186194355762873
ряс,0.6185834386323321,0.6185834386323321
0p ,0.618548576304475,0.618548576304475
 эт ,-0.6185185867262712,0.6185185867262712
ъед,-0.6185160584947587,0.6185160584947587
итек,-0.6185025251524575,0.6185025251524575
тед,-0.618450254913833,0.618450254913833
 sea,0.618439343532891,0.618439343532891
нaл,0.6184215456655566,0.6184215456655566
 Ок,-0.618407698986337,0.618407698986337
rd,0.6183824801465672,0.6183824801465672
 Вся,-0.6183481933802117,0.6183481933802117
чёрн,-0.6183101531464525,0.6183101531464525
нтег,-0.6182460661399416,0.6182460661399416
уйд,-0.6181678405501079,0.6181678405501079
бои,0.6181442766057125,0.6181442766057125
ржи ,0.61812563714326,0.61812563714326
прят,-0.6180846571849999,0.6180846571849999
ьшe ,0.618018580303975,0.618018580303975
рбан,-0.617959814335385,0.617959814335385
уси ,-0.6179153760345363,0.6179153760345363
яс,-0.6178881423857273,0.6178881423857273
 опт,0.6178810626290426,0.6178810626290426
Вся,-0.6178555758367356,0.6178555758367356
ro ,0.6177556740840441,0.6177556740840441
Сту,-0.6176784027676193,0.6176784027676193
ombe,-0.6176445994393158,0.6176445994393158
риги,0.6176434577410761,0.6176434577410761
жалу,-0.6175504572604584,0.6175504572604584
нция,-0.617532836468053,0.617532836468053
фри,0.617444813337854,0.617444813337854
cur,-0.6173170462566226,0.6173170462566226
муч,-0.6171190150238133,0.6171190150238133
акка,0.6171046908048998,0.6171046908048998
долб,0.6170180748701487,0.6170180748701487
 вис,-0.616988054845798,0.616988054845798
 Сту,-0.6169834118877038,0.6169834118877038
донб,-0.6167834426133944,0.6167834426133944
nx ,-0.6167830373552963,0.6167830373552963
звес,-0.6167564281590948,0.6167564281590948
зош,0.6167102489883566,0.6167102489883566
nh,0.616639376936625,0.616639376936625
тмеч,0.6166346429890156,0.6166346429890156
эн,-0.6166144571235955,0.6166144571235955
sol,0.6166094642723173,0.6166094642723173
раве,-0.616563856865925,0.616563856865925
 Z,-0.6165328765490987,0.6165328765490987
мпан,0.616492790211959,0.616492790211959
ерша,-0.6164328194100294,0.6164328194100294
тыл,-0.6163457534004034,0.6163457534004034
итма,-0.6162865863722108,0.6162865863722108
рпу,-0.6162583807008855,0.6162583807008855
 gs,-0.6162265126138129,0.6162265126138129
апс,0.6161908954454308,0.6161908954454308
"w, ",-0.6161703655309713,0.6161703655309713
 cou,0.6161656498265092,0.6161656498265092
отол,0.6160724095218036,0.6160724095218036
нео,-0.6159614735726674,0.6159614735726674
омo,0.615906675169783,0.615906675169783
нес ,-0.6158961153571013,0.6158961153571013
мств,0.6158597462183856,0.6158597462183856
олд ,0.6158420369658749,0.6158420369658749
пам ,0.6158397837550863,0.6158397837550863
где ,0.6157084704704217,0.6157084704704217
овал,-0.6156816960202773,0.6156816960202773
 адм,-0.6156595336609623,0.6156595336609623
ane,-0.6156486751177199,0.6156486751177199
aram,-0.6156404796666738,0.6156404796666738
трен,0.6156108507599837,0.6156108507599837
отст,-0.6155077626538682,0.6155077626538682
fau,-0.6155009747136154,0.6155009747136154
 кул,-0.6154248009167055,0.6154248009167055
вген,-0.615358739313149,0.615358739313149
illa,-0.6153277652998166,0.6153277652998166
юха,-0.6152993009239794,0.6152993009239794
 bt,-0.6152378819822738,0.6152378819822738
иум ,-0.615157782637452,0.615157782637452
 Та ,-0.615104722526391,0.615104722526391
нишь,-0.6151026164769352,0.6151026164769352
емь,-0.614942871052524,0.614942871052524
апр,-0.614933474307053,0.614933474307053
ежны,-0.6148817733361708,0.6148817733361708
0м ,0.614808433188403,0.614808433188403
οй ,0.6146916443027785,0.6146916443027785
дах,-0.614590548679934,0.614590548679934
"рок,",-0.6145439971078214,0.6145439971078214
oto,0.6144253440609466,0.6144253440609466
дана,-0.6143996084055816,0.6143996084055816
грок,-0.6143516461461732,0.6143516461461732
дис,-0.6142826808301864,0.6142826808301864
хав,-0.614251310163392,0.614251310163392
нкт,0.6142039219972204,0.6142039219972204
ics,-0.6141668094914188,0.6141668094914188
ниме,-0.6141379468094441,0.6141379468094441
zon ,0.6141187074487958,0.6141187074487958
op,0.6140924023162494,0.6140924023162494
ебаг,-0.6140764458840317,0.6140764458840317
моег,-0.6139348944032242,0.6139348944032242
 сне,-0.6139313759547597,0.6139313759547597
одош,-0.6138741068344754,0.6138741068344754
 you,0.6138603819438968,0.6138603819438968
коф,-0.6137948349687086,0.6137948349687086
евь,0.6136849471717197,0.6136849471717197
"20, ",-0.613669556289265,0.613669556289265
туру,-0.6135703281158829,0.6135703281158829
рус ,-0.6135228555286188,0.6135228555286188
игод,0.6135085784644744,0.6135085784644744
рошо,-0.6133301923551895,0.6133301923551895
лешк,-0.6133034837939417,0.6133034837939417
sour,-0.6132799993741285,0.6132799993741285
учки,0.613260423934582,0.613260423934582
