feature,coefficient,abs_coefficient
 бро,1.2589161250207548,1.2589161250207548
cor,-1.2586510993492397,1.2586510993492397
орг ,-1.2585436041070692,1.2585436041070692
длен,-1.2581060379051416,1.2581060379051416
023,-1.2578622545344127,1.2578622545344127
фид,1.2576713649490254,1.2576713649490254
egra,1.2572864739796825,1.2572864739796825
уть ,1.25728041994583,1.25728041994583
 ау,1.2571576218914422,1.2571576218914422
нез,1.257057931388842,1.257057931388842
ыку,1.25705435256742,1.25705435256742
нон,1.2569492789323489,1.2569492789323489
рато,1.2569372318717467,1.2569372318717467
пита,-1.2569065813746119,1.2569065813746119
оку ,-1.2568818564267474,1.2568818564267474
Рай,-1.2568364385214568,1.2568364385214568
фрс,-1.2565664516799249,1.2565664516799249
быст,1.2561523545379287,1.2561523545379287
63 ,-1.25600855233154,1.25600855233154
реть,-1.2559343230532312,1.2559343230532312
то ,1.255693067962904,1.255693067962904
цб,-1.2556466083473912,1.2556466083473912
дут,-1.2552964965441125,1.2552964965441125
Хар,-1.2549620750468802,1.2549620750468802
ехов,-1.2548778430306544,1.2548778430306544
бэк,-1.2548206702363607,1.2548206702363607
жди,-1.254795005071071,1.254795005071071
нес,1.2547394155389089,1.2547394155389089
 vk ,-1.2547017510272283,1.2547017510272283
Плюс,-1.2546562644634702,1.2546562644634702
трех,-1.2546475436269762,1.2546475436269762
цен ,-1.2545878613688413,1.2545878613688413
мся ,1.2545775083103188,1.2545775083103188
али ,-1.254573768984647,1.254573768984647
xо,1.2544527624602875,1.2544527624602875
"ее, ",-1.2544010246632407,1.2544010246632407
yжны,1.2543982309127024,1.2543982309127024
ущи,-1.2543220674128353,1.2543220674128353
сетя,1.2541490703659643,1.2541490703659643
кром,-1.2541226710419486,1.2541226710419486
лей ,-1.2540896887416346,1.2540896887416346
ия.,-1.2540378661325946,1.2540378661325946
рп,-1.2539933153568876,1.2539933153568876
ты,1.253842891501611,1.253842891501611
виям,1.253569318432648,1.253569318432648
рз,1.2534072613769662,1.2534072613769662
2к,1.2532118959024463,1.2532118959024463
чато,1.2531379680036452,1.2531379680036452
ека ,1.2528999106677765,1.2528999106677765
физи,-1.2527423307766439,1.2527423307766439
Глав,-1.2522353678634792,1.2522353678634792
амо ,-1.252185560231396,1.252185560231396
ешни,-1.2521230454817338,1.2521230454817338
η,1.2519873628904288,1.2519873628904288
ьнос,-1.2519557120493598,1.2519557120493598
ыгл,-1.2518096442686357,1.2518096442686357
гиг,-1.2516547267134515,1.2516547267134515
щите,1.2513603297771718,1.2513603297771718
ейт,-1.2512303386619992,1.2512303386619992
ченн,-1.2510400242695634,1.2510400242695634
бств,-1.250710445947472,1.250710445947472
нка,-1.2506198084569753,1.2506198084569753
обст,-1.2504943209179074,1.2504943209179074
"на, ",-1.250440824191264,1.250440824191264
фраг,-1.2504279090228687,1.2504279090228687
опи,-1.250344735800051,1.250344735800051
ервы,1.2501796939760794,1.2501796939760794
".,",-1.2499787184892588,1.2499787184892588
ic,1.2499738450778846,1.2499738450778846
 пр,1.2495481724582167,1.2495481724582167
скую,-1.2493338481458123,1.2493338481458123
аша ,1.2491746483216626,1.2491746483216626
da ,-1.248913242298302,1.248913242298302
нинг,1.248847175693843,1.248847175693843
 пис,1.2488355390954495,1.2488355390954495
арн,1.248819334127496,1.248819334127496
чти ,-1.2487749023877446,1.2487749023877446
йп,1.248699120479362,1.248699120479362
след,-1.2483868630314867,1.2483868630314867
дная,-1.248201622245088,1.248201622245088
скры,1.2479206823308044,1.2479206823308044
охи,-1.2476655012342985,1.2476655012342985
"од, ",-1.2476525869805912,1.2476525869805912
апот,-1.247580614450718,1.247580614450718
 сре,-1.2474827012947927,1.2474827012947927
gpt,-1.2474480385250895,1.2474480385250895
диза,1.2474054018034608,1.2474054018034608
ерех,1.2471412560555872,1.2471412560555872
рош,-1.2468897741898468,1.2468897741898468
Ал,1.2468046969661717,1.2468046969661717
ог ,-1.2467566383345818,1.2467566383345818
 опя,-1.2467519072569186,1.2467519072569186
rea,-1.2467135627193848,1.2467135627193848
мою,1.2466477127896776,1.2466477127896776
авиа,-1.2466455503792022,1.2466455503792022
кача,-1.2465266627581788,1.2465266627581788
oin,1.2463580606700124,1.2463580606700124
плом,1.2462983057734425,1.2462983057734425
 ког,1.2461794640155819,1.2461794640155819
рно ,-1.2456896235953099,1.2456896235953099
88,1.245312610314205,1.245312610314205
налё,-1.2450557757436116,1.2450557757436116
лне,1.2448461272697469,1.2448461272697469
вмес,-1.2447993760260943,1.2447993760260943
ревн,-1.2446703731790278,1.2446703731790278
ип ,1.2444065954850025,1.2444065954850025
 фрс,-1.2443993447000317,1.2443993447000317
конс,-1.2442814383456304,1.2442814383456304
дефо,-1.24394341416774,1.24394341416774
гина,1.2439309448581943,1.2439309448581943
utu,-1.2439067188963817,1.2439067188963817
узна,1.2437467106163203,1.2437467106163203
 пай,-1.243615454891359,1.243615454891359
рор,-1.2435287035328986,1.2435287035328986
Не,-1.2434802376462988,1.2434802376462988
мму,-1.243413011885398,1.243413011885398
ерма,1.243275721488891,1.243275721488891
зет,-1.2431369621198876,1.2431369621198876
рку,1.2431264118242762,1.2431264118242762
 пра,1.2431012626084132,1.2431012626084132
рка,1.24299137258234,1.24299137258234
смат,-1.2426447153170874,1.2426447153170874
рги,1.242597966982518,1.242597966982518
hat ,1.2424798946601319,1.2424798946601319
вае,-1.2422636505719433,1.2422636505719433
ow,-1.2422186299665137,1.2422186299665137
Зат,-1.2421789239148542,1.2421789239148542
оси ,-1.2421742152542041,1.2421742152542041
 тд,-1.2420879450402789,1.2420879450402789
вакц,-1.2419402700300304,1.2419402700300304
деп,1.2419271824703506,1.2419271824703506
алис,-1.2415572711701501,1.2415572711701501
абах,-1.2415004322304153,1.2415004322304153
 док,-1.2413156879196092,1.2413156879196092
 Зат,-1.2412316477918823,1.2412316477918823
 ρа,1.2412275794539471,1.2412275794539471
сыло,1.2412254837258463,1.2412254837258463
Fi ,-1.2411471873944278,1.2411471873944278
дима,-1.2411008322095045,1.2411008322095045
ини ,1.240948380120133,1.240948380120133
аго ,-1.2407270831233859,1.2407270831233859
 тот,-1.2406975743046507,1.2406975743046507
бд ,-1.240595515534004,1.240595515534004
 cov,-1.2405176190492082,1.2405176190492082
 сми,-1.2404784390634658,1.2404784390634658
вку ,1.2404417556097378,1.2404417556097378
 Рай,-1.2403652810446815,1.2403652810446815
жун,-1.2402568644902296,1.2402568644902296
онах,-1.2401056033363453,1.2401056033363453
речи,1.2400989183006703,1.2400989183006703
"сти,",-1.2399976538554216,1.2399976538554216
рау,-1.2397702162529938,1.2397702162529938
"ий,",-1.2397322194659055,1.2397322194659055
трив,-1.2394714405745746,1.2394714405745746
oduc,-1.2393298806029158,1.2393298806029158
рох,-1.239242211981693,1.239242211981693
обен,1.239049100715722,1.239049100715722
022,-1.2388883000271596,1.2388883000271596
скид,1.2387565241050589,1.2387565241050589
 гит,-1.2386026600744846,1.2386026600744846
пих,-1.2382335062055556,1.2382335062055556
23,-1.2380051442135473,1.2380051442135473
шко,-1.2379934529855563,1.2379934529855563
белы,1.2378474519476437,1.2378474519476437
моби,-1.237742176755551,1.237742176755551
лачи,-1.2377116848481373,1.2377116848481373
ьте ,1.2377054051246812,1.2377054051246812
нива,-1.2376067321453745,1.2376067321453745
аже,-1.2375210658510265,1.2375210658510265
выку,1.2374391212503344,1.2374391212503344
арат,-1.2370854306374186,1.2370854306374186
gm,-1.2370511352384408,1.2370511352384408
совы,1.2367025248775068,1.2367025248775068
нo ,1.2366818500529166,1.2366818500529166
yt,-1.2366031994586306,1.2366031994586306
дойд,1.2364747778746281,1.2364747778746281
ачив,-1.2363429274514701,1.2363429274514701
ttom,-1.2363028193133458,1.2363028193133458
тств,1.236252982227084,1.236252982227084
жер,1.2361565233593315,1.2361565233593315
ap ,-1.2360997413802495,1.2360997413802495
фолт,-1.2360805563433774,1.2360805563433774
длит,-1.2359739461681951,1.2359739461681951
 пля,-1.2359729207486796,1.2359729207486796
 луч,-1.2359335132579394,1.2359335132579394
 юр,1.2358421142053206,1.2358421142053206
rodu,-1.2357065991453888,1.2357065991453888
мый ,-1.235656126713744,1.235656126713744
 кам,1.235619413465814,1.235619413465814
St,-1.2354996064933514,1.2354996064933514
 моб,-1.2354453559832164,1.2354453559832164
вляе,-1.2354133008177282,1.2354133008177282
итер,-1.2346074254330375,1.2346074254330375
 Вк,-1.2340704906807132,1.2340704906807132
"0,00",-1.234064245231638,1.234064245231638
аку,-1.233751999966831,1.233751999966831
шиз,-1.2336314925954648,1.2336314925954648
рик,-1.2335652956636722,1.2335652956636722
олн,1.2335599479987078,1.2335599479987078
еу,-1.233389382774331,1.233389382774331
под,1.2333804368413654,1.2333804368413654
Вк,-1.2333400373626788,1.2333400373626788
войн,-1.233283961807215,1.233283961807215
бом ,-1.2331403003731165,1.2331403003731165
умб,1.2329437015641218,1.2329437015641218
иш ,1.2328548814122948,1.2328548814122948
ия,1.2327224195009587,1.2327224195009587
любо,1.2323631853666879,1.2323631853666879
во ,-1.2322914440269546,1.2322914440269546
 над,-1.2322040667104646,1.2322040667104646
пыт ,-1.232140745222263,1.232140745222263
атам,1.232030188524026,1.232030188524026
кива,-1.231916711347676,1.231916711347676
ваш ,-1.2316799477304918,1.2316799477304918
юан,-1.2316272829458028,1.2316272829458028
анде,1.2316019621611833,1.2316019621611833
ейм,-1.2315963531863903,1.2315963531863903
нтиф,-1.2315257305476517,1.2315257305476517
ndo,-1.2314766779537398,1.2314766779537398
ромн,1.2312106924143664,1.2312106924143664
 ру,1.231013391252079,1.231013391252079
ион ,1.2309497013634942,1.2309497013634942
рай,-1.2306477721259756,1.2306477721259756
ксан,-1.2304001431220788,1.2304001431220788
pat,-1.2303228733626834,1.2303228733626834
ужда,1.2302635822644845,1.2302635822644845
вод ,-1.230172460648021,1.230172460648021
синг,1.230149667694483,1.230149667694483
code,-1.2300400333029915,1.2300400333029915
 йо,1.2298301839807881,1.2298301839807881
 рез,-1.2294055892557505,1.2294055892557505
мара,1.229316975907919,1.229316975907919
мого,-1.229293620324303,1.229293620324303
инен,-1.2292276541542633,1.2292276541542633
нны,-1.2291092194331268,1.2291092194331268
ейсы,1.2290772846212523,1.2290772846212523
ox ,-1.2290254084268148,1.2290254084268148
суть,1.2289900207182818,1.2289900207182818
фел,-1.2288015425792735,1.2288015425792735
ca,-1.228782963181081,1.228782963181081
ашем,1.2286554290058893,1.2286554290058893
егов,-1.2285845165888087,1.2285845165888087
 куб,-1.2284008184916442,1.2284008184916442
пут ,-1.2283667891037278,1.2283667891037278
орон,-1.2280619926080998,1.2280619926080998
утил,-1.228052182129009,1.228052182129009
ки. ,-1.228003601468564,1.228003601468564
жник,-1.2279859538848243,1.2279859538848243
вия,1.2279117099143324,1.2279117099143324
les,1.2277139469898535,1.2277139469898535
 api,-1.2275458987888008,1.2275458987888008
вити,-1.2273770769648946,1.2273770769648946
 ине,-1.227304337490217,1.227304337490217
"ж, ",-1.226959573964931,1.226959573964931
сажи,-1.2268724090779046,1.2268724090779046
 bl,1.226727980427442,1.226727980427442
жду ,1.226707597186269,1.226707597186269
еме ,1.2265962647967004,1.2265962647967004
 зо,1.2265275149989665,1.2265275149989665
.3,-1.2265137706783544,1.2265137706783544
 Мне,-1.2264743076206812,1.2264743076206812
уг,-1.2264638775072032,1.2264638775072032
евые,-1.2264244153608674,1.2264244153608674
итик,-1.2262377232595112,1.2262377232595112
елт,-1.226180550012342,1.226180550012342
мина,-1.2261764114080669,1.2261764114080669
ллер,1.225977644818472,1.225977644818472
ica,-1.2258437534763351,1.2258437534763351
рюк,-1.2258236985402196,1.2258236985402196
изз,-1.225805049459313,1.225805049459313
озб,1.2257154700214146,1.2257154700214146
енед,1.225624977721984,1.225624977721984
мый,-1.2255458451251733,1.2255458451251733
"ют, ",-1.2254492850816092,1.2254492850816092
оча,-1.2253833832998955,1.2253833832998955
рве,-1.2253043317249235,1.2253043317249235
жоли,-1.2249138237835089,1.2249138237835089
ищут,-1.2248673656789812,1.2248673656789812
f,-1.224799085757893,1.224799085757893
кспл,-1.2247235030232886,1.2247235030232886
мл,-1.2245220561340362,1.2245220561340362
хат,1.224436643920828,1.224436643920828
eh,1.224189658678484,1.224189658678484
евши,-1.2240873027130146,1.2240873027130146
vol,1.223931720630858,1.223931720630858
общ,-1.2238086487507243,1.2238086487507243
ериа,1.2235935519817749,1.2235935519817749
rna,-1.2234599508869342,1.2234599508869342
чие ,-1.2233211454010586,1.2233211454010586
gin,-1.2228949632898294,1.2228949632898294
фрс ,-1.222754463049194,1.222754463049194
корп,-1.2226853981198789,1.2226853981198789
 бой,-1.222472943964099,1.222472943964099
"гу, ",-1.2224198762741443,1.2224198762741443
бов,-1.2219118652815983,1.2219118652815983
фля,-1.2218421118174774,1.2218421118174774
ующе,-1.2215160092023436,1.2215160092023436
омор,-1.2213813438862717,1.2213813438862717
обус,-1.2213208322962488,1.2213208322962488
ивка,-1.221252260985185,1.221252260985185
eep,-1.221136700313886,1.221136700313886
"., ",-1.2209231537466503,1.2209231537466503
нью,-1.2207021959159126,1.2207021959159126
Ар,-1.2205125438074327,1.2205125438074327
 а,1.2203039426020015,1.2203039426020015
Нор,-1.2202676926486535,1.2202676926486535
",ч",-1.2202504864038932,1.2202504864038932
 вых,-1.220225992083011,1.220225992083011
 Нор,-1.2200980343340893,1.2200980343340893
аве,-1.2200749781703435,1.2200749781703435
знь ,1.219812603275076,1.219812603275076
ссл,1.2197682703258486,1.2197682703258486
ens,1.2197489280480913,1.2197489280480913
яли ,-1.2195528253521755,1.2195528253521755
лнеч,1.2194844914327605,1.2194844914327605
овит,-1.2190870719831004,1.2190870719831004
тубе,-1.2190050569879949,1.2190050569879949
зьм,1.218985323277667,1.218985323277667
 tw,-1.2184458772911255,1.2184458772911255
мин ,-1.2184274074638202,1.2184274074638202
ium ,1.2183993418688457,1.2183993418688457
ашки,-1.218189685040203,1.218189685040203
ъез,-1.2180631217123736,1.2180631217123736
раме,-1.2178865015951585,1.2178865015951585
id ,-1.2176558368859478,1.2176558368859478
зац,-1.2175638785223393,1.2175638785223393
 алг,-1.21755268790381,1.21755268790381
стит,-1.2173765939507069,1.2173765939507069
"ий, ",-1.2173099340165061,1.2173099340165061
драй,-1.2170160236593606,1.2170160236593606
жку,-1.2169627905142333,1.2169627905142333
оκ,1.2168591580972963,1.2168591580972963
"c,",-1.2165388770977625,1.2165388770977625
шусь,1.2164774401153768,1.2164774401153768
 хау,-1.2164284839220205,1.2164284839220205
няш,-1.216215876692507,1.216215876692507
ниш,1.216173047718343,1.216173047718343
від,1.2161652432683547,1.2161652432683547
сень,-1.216089174156786,1.216089174156786
сл ,-1.2160051438022694,1.2160051438022694
райв,-1.2159861574410762,1.2159861574410762
амеч,-1.2155273323666211,1.2155273323666211
заво,-1.215474839714459,1.215474839714459
тыс,1.2154636865231565,1.2154636865231565
org,-1.215291439048673,1.215291439048673
yp,-1.2152783576960768,1.2152783576960768
отл,-1.2150719151727505,1.2150719151727505
оигр,1.215023626261014,1.215023626261014
яч ,1.2149406672856335,1.2149406672856335
раш,-1.214920011924833,1.214920011924833
зги,-1.2147272740875295,1.2147272740875295
110 ,-1.214565393931457,1.214565393931457
итут,1.2143134461686045,1.2143134461686045
ean,-1.2142266686079488,1.2142266686079488
лян,1.2141230117348953,1.2141230117348953
гдет,-1.2140586503340314,1.2140586503340314
оде,-1.2140507222077668,1.2140507222077668
шли ,-1.214012833804686,1.214012833804686
нь. ,1.2139480357978811,1.2139480357978811
зывы,1.2138817532218649,1.2138817532218649
трум,1.213864163797861,1.213864163797861
спод,-1.213783745082345,1.213783745082345
елай,-1.2137555344892288,1.2137555344892288
позд,-1.2135990736715627,1.2135990736715627
овой,-1.213326066612046,1.213326066612046
ni,1.212868345743719,1.212868345743719
звле,1.2126706753210497,1.2126706753210497
тия,-1.2126374556789115,1.2126374556789115
пять,-1.2122924256994838,1.2122924256994838
рy,1.212175428453352,1.212175428453352
ерна,-1.2121564152114632,1.2121564152114632
ами,1.2120449776130842,1.2120449776130842
зуль,1.211915623415625,1.211915623415625
тавл,-1.2118122834222056,1.2118122834222056
ося,-1.2117045364749628,1.2117045364749628
вез,1.2115987104625414,1.2115987104625414
 заш,-1.2113629971365178,1.2113629971365178
розр,1.2113003963874729,1.2113003963874729
дой ,-1.2112832022933087,1.2112832022933087
арам,-1.2112434247905952,1.2112434247905952
икл,1.211172999558725,1.211172999558725
рвью,-1.2111607936041828,1.2111607936041828
четв,-1.211103613849419,1.211103613849419
моч,-1.2109967033888165,1.2109967033888165
вающ,-1.21098507166785,1.21098507166785
овке,-1.2107287489251035,1.2107287489251035
ыгля,-1.2104216432331627,1.2104216432331627
бщ,-1.2101526641087132,1.2101526641087132
нтир,1.2101317163230842,1.2101317163230842
рж,-1.2100630478437768,1.2100630478437768
атра,-1.2099924009519067,1.2099924009519067
ряче,-1.2099730384072542,1.2099730384072542
кабр,-1.2096649370303174,1.2096649370303174
 pay,1.2095720886256973,1.2095720886256973
зже,-1.2095005855396024,1.2095005855396024
аще ,-1.2093951899974058,1.2093951899974058
кот,-1.209394570150159,1.209394570150159
ипл,1.2092462919128073,1.2092462919128073
сло,-1.2092379270671882,1.2092379270671882
 али,-1.209083091538988,1.209083091538988
аунт,1.2086594709341165,1.2086594709341165
вна,-1.2084685401672197,1.2084685401672197
"x, ",-1.208452193733857,1.208452193733857
вх,1.2083659075498296,1.2083659075498296
 b ,1.2083207386357493,1.2083207386357493
дp,1.208313165884308,1.208313165884308
оган,-1.2082596018590046,1.2082596018590046
тме,-1.2079283436718034,1.2079283436718034
нику,1.20786010712664,1.20786010712664
адыв,-1.2078496522692568,1.2078496522692568
лему,-1.2078160652108407,1.2078160652108407
ься,1.207707860723508,1.207707860723508
идет,1.2075780000892313,1.2075780000892313
 ya,-1.2074833445002655,1.2074833445002655
такж,1.2074432429674034,1.2074432429674034
 14 ,1.2074098968283715,1.2074098968283715
логи,-1.2070048665056965,1.2070048665056965
",8 ",-1.2069455057172287,1.2069455057172287
плы,-1.2064635879997911,1.2064635879997911
огот,-1.206434482293263,1.206434482293263
лера,-1.2064002511112923,1.2064002511112923
арл,-1.2063551170786235,1.2063551170786235
ьера,1.2063527593442127,1.2063527593442127
оеди,1.2062476238842623,1.2062476238842623
дско,-1.2059345815597207,1.2059345815597207
одве,-1.2058927600805243,1.2058927600805243
дп,1.2055922501105893,1.2055922501105893
 mi,1.2053034655893664,1.2053034655893664
ьша,1.2051951280474869,1.2051951280474869
ноз,-1.2050140927048525,1.2050140927048525
ур,1.2048962036496347,1.2048962036496347
бира,1.2047684426248744,1.2047684426248744
трик,1.2047126902120344,1.2047126902120344
 17,1.2045797541999022,1.2045797541999022
andr,-1.2045381990470925,1.2045381990470925
ппы,-1.2043587454965017,1.2043587454965017
йший,1.2042094450941663,1.2042094450941663
бер,1.204038079458664,1.204038079458664
зил,-1.2039832529241672,1.2039832529241672
зрос,1.2038382994686117,1.2038382994686117
nts ,1.2038338040734449,1.2038338040734449
охож,-1.203798665667696,1.203798665667696
fre,1.2037713213439247,1.2037713213439247
нч,1.2036937504072398,1.2036937504072398
Bo,-1.2036180506173526,1.2036180506173526
лави,-1.2035796653986983,1.2035796653986983
уча ,-1.2035536687666795,1.2035536687666795
нем,-1.2035345856416593,1.2035345856416593
ащив,1.2035259042310549,1.2035259042310549
юден,-1.2033568868797102,1.2033568868797102
 пы,-1.2032857676296025,1.2032857676296025
алям,1.2030935744789197,1.2030935744789197
болт,-1.2030702397537794,1.2030702397537794
бэ,-1.2029417540253746,1.2029417540253746
r.,-1.2028008770866274,1.2028008770866274
любя,-1.2027547710268807,1.2027547710268807
 cas,1.2024579426164907,1.2024579426164907
юня ,-1.2023794069256142,1.2023794069256142
емье,-1.2022439418012134,1.2022439418012134
ott,-1.2021153661699326,1.2021153661699326
зж,-1.2020313188292107,1.2020313188292107
анто,-1.201957849041743,1.201957849041743
адра,-1.2019475847242684,1.2019475847242684
чека,1.201839653420908,1.201839653420908
испа,1.2016824972629758,1.2016824972629758
Депо,-1.201652207878138,1.201652207878138
ози,-1.2013732497764145,1.2013732497764145
атну,-1.201266491421565,1.201266491421565
ска ,-1.2012228162546785,1.2012228162546785
"аю, ",-1.2011393478209358,1.2011393478209358
 92,-1.2011198419762625,1.2011198419762625
иби,-1.2010643302899877,1.2010643302899877
aв,1.2010120111152192,1.2010120111152192
ось,-1.2007285430819685,1.2007285430819685
бка ,-1.2007273755700263,1.2007273755700263
мбиц,1.2007232488079815,1.2007232488079815
vk ,-1.2006688819701266,1.2006688819701266
уда ,-1.2006031000520838,1.2006031000520838
орпо,-1.2005406403904455,1.2005406403904455
 Кор,-1.2005153175770626,1.2005153175770626
 wi,1.2003733841852888,1.2003733841852888
 inf,1.2002611482241514,1.2002611482241514
лo,1.2001552233824497,1.2001552233824497
ефол,-1.200013105472997,1.200013105472997
чень,-1.1999286237543765,1.1999286237543765
ing ,-1.19985185961141,1.19985185961141
тв ,1.1997965784417262,1.1997965784417262
огич,-1.199704890053425,1.199704890053425
гри,-1.1996081976299966,1.1996081976299966
 Люб,1.1994877370150183,1.1994877370150183
дс ,1.19948165369621,1.19948165369621
ьо,-1.1994460008066277,1.1994460008066277
дря,-1.1992439885800232,1.1992439885800232
жиро,-1.1990341284528492,1.1990341284528492
бавл,1.1989120774256465,1.1989120774256465
Эле,-1.1989082698971725,1.1989082698971725
ount,1.1986896451999167,1.1986896451999167
длож,1.198612383538264,1.198612383538264
лю.,1.1986093640043833,1.1986093640043833
вор,-1.198595433093947,1.198595433093947
умны,-1.1985321432856955,1.1985321432856955
 y ,1.1984521102796328,1.1984521102796328
бс,-1.1984509274732733,1.1984509274732733
рмл,1.1984383658165385,1.1984383658165385
нуал,1.198284387785143,1.198284387785143
жны,1.1982049920568143,1.1982049920568143
арна,1.1981754931621973,1.1981754931621973
ts,1.19816704642899,1.19816704642899
ash ,1.1981665854970398,1.1981665854970398
 езд,-1.1979193014180511,1.1979193014180511
wil,1.1978376687730243,1.1978376687730243
вче,-1.197693690133476,1.197693690133476
ode ,-1.1976901769081583,1.1976901769081583
одка,-1.1974808904518006,1.1974808904518006
воё,1.1974373945629107,1.1974373945629107
каф,-1.197291109790098,1.197291109790098
убли,1.197099190256361,1.197099190256361
дир,1.1970804999519815,1.1970804999519815
Кор,-1.1968232691016947,1.1968232691016947
eak,-1.1966549536812274,1.1966549536812274
 ави,1.1966240866182591,1.1966240866182591
биб,-1.196540913885954,1.196540913885954
бв,-1.1964491685721952,1.1964491685721952
 Fi,-1.1963512201797486,1.1963512201797486
авя,-1.196293292708344,1.196293292708344
ошел,1.1961553637432902,1.1961553637432902
еге ,1.1961197986916234,1.1961197986916234
"ажу,",1.1959407360830543,1.1959407360830543
тоди,1.1959371354040222,1.1959371354040222
хоти,1.195920561510918,1.195920561510918
оить,-1.1954912929717325,1.1954912929717325
бици,1.195439109224388,1.195439109224388
Люб,1.1954364242047406,1.1954364242047406
кара,-1.1953930783060076,1.1953930783060076
клад,1.1950062630184222,1.1950062630184222
бо,1.1946816329533254,1.1946816329533254
ёт ,-1.1945905520316404,1.1945905520316404
тоит,-1.1944793236263038,1.1944793236263038
скат,-1.1943740595340597,1.1943740595340597
вп ,1.1943624397082577,1.1943624397082577
co ,-1.1943602209080695,1.1943602209080695
 сил,-1.1941700952435326,1.1941700952435326
ион,1.1940407960135653,1.1940407960135653
юту,-1.1939782933952137,1.1939782933952137
? ,1.1938664943291166,1.1938664943291166
дног,-1.1937483072228685,1.1937483072228685
ятны,1.193748146504041,1.193748146504041
use,-1.1937083664630934,1.1937083664630934
Be,-1.1936890344006794,1.1936890344006794
рикл,1.1935530823799299,1.1935530823799299
агор,-1.193387632662415,1.193387632662415
бщи,-1.1931837751820848,1.1931837751820848
мел,1.1930732934836874,1.1930732934836874
 Ж,1.1930422856239105,1.1930422856239105
голь,-1.1930047473979488,1.1930047473979488
 бэк,-1.1929125412925363,1.1929125412925363
олит,-1.1928097438550567,1.1928097438550567
 том,-1.1926880609118817,1.1926880609118817
 пои,1.1925987993547695,1.1925987993547695
арла,-1.1920628185412812,1.1920628185412812
айх,-1.1920398789675315,1.1920398789675315
деле,-1.1919198273849725,1.1919198273849725
накл,-1.1916344156845045,1.1916344156845045
 вет,-1.1915854322612023,1.1915854322612023
толк,1.1915542990731927,1.1915542990731927
край,-1.1915077514787038,1.1915077514787038
"r,",-1.1913533333691646,1.1913533333691646
ьв,-1.1912927765035868,1.1912927765035868
торя,1.191111381224282,1.191111381224282
очит,-1.1907045768213784,1.1907045768213784
щей,-1.1905615174556683,1.1905615174556683
теме,1.1905605186716501,1.1905605186716501
ож,-1.1902904044453662,1.1902904044453662
не ,-1.190163330555638,1.190163330555638
Ру,-1.1899708096599986,1.1899708096599986
ив ,1.1898781427625975,1.1898781427625975
реды,-1.1898684591497692,1.1898684591497692
 жул,-1.1897425941770698,1.1897425941770698
 фра,-1.1897397604786626,1.1897397604786626
верн,-1.1896430899348418,1.1896430899348418
ul,-1.189513277188672,1.189513277188672
уй,1.189230087934225,1.189230087934225
бля ,-1.188752213600878,1.188752213600878
 val,-1.188694593194164,1.188694593194164
 куп,-1.1886406535905987,1.1886406535905987
сре,-1.188595808290388,1.188595808290388
агни,1.1884725378174235,1.1884725378174235
ак ,-1.1884666339014096,1.1884666339014096
"ер,",-1.1883971929685475,1.1883971929685475
уро,1.188315182812452,1.188315182812452
олч,-1.1881718500454823,1.1881718500454823
 мен,-1.1881417573237143,1.1881417573237143
упат,-1.1881189840735704,1.1881189840735704
ерац,-1.1880623478768284,1.1880623478768284
но.,1.1875994979637454,1.1875994979637454
имс,1.1874704308673196,1.1874704308673196
152,-1.1873540809839276,1.1873540809839276
нечн,-1.187204760764607,1.187204760764607
 Эле,-1.1869768018440607,1.1869768018440607
изна,-1.1869174849753183,1.1869174849753183
ипе,-1.186910789506488,1.186910789506488
аким,-1.1867618686964316,1.1867618686964316
бели,1.1866693297401627,1.1866693297401627
щу,1.1866385943684896,1.1866385943684896
 Ча,1.1866166517538885,1.1866166517538885
хос,-1.1864472213455572,1.1864472213455572
экр,-1.186337452108079,1.186337452108079
офо,-1.1863344157651476,1.1863344157651476
нции,-1.186051279274121,1.186051279274121
wm,-1.18600281061925,1.18600281061925
H,1.185972358937875,1.185972358937875
исле,1.185782545031602,1.185782545031602
Рес,-1.1857488995211665,1.1857488995211665
плaт,1.1856550763957865,1.1856550763957865
кe ,1.1856308392306742,1.1856308392306742
"ят,",-1.1856293612188296,1.1856293612188296
dk,-1.1856042707855878,1.1856042707855878
ейка,1.1854983991629013,1.1854983991629013
итыв,-1.1854877130466077,1.1854877130466077
поче,1.1854723812131251,1.1854723812131251
паде,-1.1851767650659837,1.1851767650659837
 пам,-1.1849974141973516,1.1849974141973516
нтро,1.1848744180201725,1.1848744180201725
збав,1.1847690005796474,1.1847690005796474
ьска,-1.184759873830134,1.184759873830134
"аю,",-1.1846722511712435,1.1846722511712435
ёп,1.1842200105727783,1.1842200105727783
Ло,-1.1841780506254798,1.1841780506254798
алго,-1.1840866543762478,1.1840866543762478
oж,1.1840396244108546,1.1840396244108546
амос,1.1839648601392025,1.1839648601392025
ссы,1.1838593353489413,1.1838593353489413
125,1.1838259238492224,1.1838259238492224
дешь,-1.1837128895772806,1.1837128895772806
рств,-1.1837000327298153,1.1837000327298153
 Уч,-1.1836269742986774,1.1836269742986774
 пpo,1.1834607976314038,1.1834607976314038
cu,-1.183370837896381,1.183370837896381
сите,-1.183245369241273,1.183245369241273
 вин,-1.183180827593078,1.183180827593078
"ас,",1.1829703120730148,1.1829703120730148
гро,-1.1826939957297977,1.1826939957297977
ужик,-1.1826935883488878,1.1826935883488878
